yr,sub,cst_n,cst,mag,pev1
1949,Maori,eastern maori,77,1,12781
1949,Maori,northern maori,78,1,8697
1949,Maori,southern maori,79,1,1355
1949,Maori,western maori,80,1,12063
1949,North,arch hill,1,1,12754
1949,North,auckland central,3,1,9888
1949,North,bay of plenty,6,1,15419
1949,North,brooklyn,7,1,13096
1949,North,eden,13,1,12831
1949,North,egmont,14,1,13698
1949,North,franklin,16,1,14915
1949,North,gisborne,17,1,15419
1949,North,grey lynn,18,1,14002
1949,North,hamilton,19,1,14515
1949,North,hastings,20,1,16097
1949,North,hauraki,21,1,14117
1949,North,hawkes bay,22,1,14518
1949,North,hobson,23,1,15049
1949,North,hutt,25,1,15480
1949,North,island bay,27,1,13714
1949,North,karori,28,1,14495
1949,North,manawatu,30,1,14000
1949,North,marsden,32,1,15268
1949,North,miramar,33,1,14570
1949,North,mount albert,35,1,14589
1949,North,mount victoria,36,1,12839
1949,North,napier,37,1,15039
1949,North,new plymouth,39,1,15589
1949,North,north shore,40,1,15068
1949,North,onehunga,42,1,15658
1949,North,onslow,43,1,18209
1949,North,otahuhu,45,1,16445
1949,North,otaki,46,1,17794
1949,North,pahiatua,47,1,13894
1949,North,palmerston north,48,1,15260
1949,North,parnell,49,1,12497
1949,North,patea,50,1,14784
1949,North,petone,51,1,14196
1949,North,piako,52,1,14131
1949,North,ponsonby,53,1,13774
1949,North,raglan,54,1,15325
1949,North,rangitikei,55,1,13925
1949,North,remuera,56,1,13655
1949,North,rodney,58,1,15655
1949,North,roskill,59,1,15324
1949,North,tamaki,64,1,16460
1949,North,tauranga,65,1,15515
1949,North,waikato,67,1,14286
1949,North,waimarino,68,1,15683
1949,North,wairarapa,70,1,14872
1949,North,waitakere,71,1,17131
1949,North,waitomo,72,1,14076
1949,North,wanganui,74,1,14863
1949,North,wellington central,75,1,10944
1949,South,ashburton,2,1,13690
1949,South,avon,4,1,16547
1949,South,awarua,5,1,13811
1949,South,buller,8,1,14841
1949,South,Central Otago,44,1,14297
1949,South,christchurch central,9,1,13157
1949,South,clutha,10,1,14120
1949,South,dunedin central,11,1,13527
1949,South,fendalton,15,1,14419
1949,South,hurunui,24,1,14397
1949,South,invercargill,26,1,15412
1949,South,lyttelton,29,1,15824
1949,South,marlborough,31,1,14571
1949,South,mornington,34,1,15487
1949,South,nelson,38,1,16297
1949,South,North Dunedin,12,1,14537
1949,South,oamaru,41,1,14950
1949,South,riccarton,57,1,16063
1949,South,selwyn,60,1,16035
1949,South,st albans,61,1,14518
1949,South,st kilda,62,1,15080
1949,South,sydenham,63,1,14296
1949,South,timaru,66,1,14628
1949,South,waimate,69,1,14041
1949,South,wallace,73,1,13374
1949,South,westland,76,1,14608
1951,Maori,eastern maori,77,1,14407
1951,Maori,northern maori,78,1,9942
1951,Maori,southern maori,79,1,1420
1951,Maori,western maori,80,1,13618
1951,North,arch hill,1,1,12625
1951,North,auckland central,3,1,10248
1951,North,bay of plenty,6,1,17075
1951,North,brooklyn,7,1,13077
1951,North,eden,13,1,12881
1951,North,egmont,14,1,13957
1951,North,franklin,16,1,15914
1951,North,gisborne,17,1,16203
1951,North,grey lynn,18,1,14341
1951,North,hamilton,19,1,15241
1951,North,hastings,20,1,17090
1951,North,hauraki,21,1,14548
1951,North,hawkes bay,22,1,14913
1951,North,hobson,23,1,15543
1951,North,hutt,25,1,17161
1951,North,island bay,27,1,13837
1951,North,karori,28,1,14486
1951,North,manawatu,30,1,14796
1951,North,marsden,32,1,16188
1951,North,miramar,33,1,14788
1951,North,mount albert,35,1,14994
1951,North,mount victoria,36,1,12936
1951,North,napier,37,1,16028
1951,North,new plymouth,39,1,16448
1951,North,north shore,40,1,15922
1951,North,onehunga,42,1,16171
1951,North,onslow,43,1,19831
1951,North,otahuhu,45,1,18762
1951,North,otaki,46,1,20420
1951,North,pahiatua,47,1,13942
1951,North,palmerston north,48,1,15964
1951,North,parnell,49,1,12732
1951,North,patea,50,1,15131
1951,North,petone,51,1,14590
1951,North,piako,52,1,14941
1951,North,ponsonby,53,1,14004
1951,North,raglan,54,1,16539
1951,North,rangitikei,55,1,14519
1951,North,remuera,56,1,13811
1951,North,rodney,58,1,16989
1951,North,roskill,59,1,17156
1951,North,tamaki,64,1,19113
1951,North,tauranga,65,1,17097
1951,North,waikato,67,1,15051
1951,North,waimarino,68,1,17086
1951,North,wairarapa,70,1,15482
1951,North,waitakere,71,1,19462
1951,North,waitomo,72,1,14191
1951,North,wanganui,74,1,14993
1951,North,wellington central,75,1,10407
1951,South,ashburton,2,1,13950
1951,South,avon,4,1,17906
1951,South,awarua,5,1,14389
1951,South,buller,8,1,15352
1951,South,Central Otago,44,1,15109
1951,South,christchurch central,9,1,13343
1951,South,clutha,10,1,14373
1951,South,dunedin central,11,1,13494
1951,South,fendalton,15,1,14874
1951,South,hurunui,24,1,15099
1951,South,invercargill,26,1,15937
1951,South,lyttelton,29,1,16951
1951,South,marlborough,31,1,14996
1951,South,mornington,34,1,16094
1951,South,nelson,38,1,17856
1951,South,North Dunedin,12,1,14724
1951,South,oamaru,41,1,15312
1951,South,riccarton,57,1,16889
1951,South,selwyn,60,1,17170
1951,South,st albans,61,1,15469
1951,South,st kilda,62,1,15394
1951,South,sydenham,63,1,14407
1951,South,timaru,66,1,15233
1951,South,waimate,69,1,14044
1951,South,wallace,73,1,13659
1951,South,westland,76,1,15087
1954,Maori,eastern maori,76,1,13654
1954,Maori,northern maori,77,1,9434
1954,Maori,southern maori,78,1,7486
1954,Maori,western maori,79,1,9981
1954,North,auckland central,2,1,14192
1954,North,bay of plenty,5,1,13628
1954,North,eden,11,1,16208
1954,North,egmont,12,1,12933
1954,North,franklin,14,1,13027
1954,North,gisborne,15,1,15704
1954,North,grey lynn,16,1,14432
1954,North,hamilton,17,1,18990
1954,North,hastings,18,1,16199
1954,North,hauraki,19,1,15310
1954,North,hawkes bay,20,1,14096
1954,North,heretaunga,21,1,16406
1954,North,hobson,22,1,14581
1954,North,hutt,24,1,15740
1954,North,island bay,26,1,16833
1954,North,karori,27,1,17571
1954,North,manawatu,29,1,14415
1954,North,manukau,30,1,17628
1954,North,marsden,31,1,15628
1954,North,miramar,32,1,16584
1954,North,mount albert,34,1,15830
1954,North,napier,35,1,16578
1954,North,new plymouth,37,1,16542
1954,North,north shore,38,1,15725
1954,North,onehunga,40,1,15797
1954,North,onslow,41,1,18070
1954,North,otahuhu,43,1,16902
1954,North,otaki,44,1,17567
1954,North,pahiatua,45,1,13003
1954,North,palmerston north,46,1,15772
1954,North,patea,47,1,13528
1954,North,petone,48,1,16702
1954,North,ponsonby,49,1,16122
1954,North,raglan,50,1,14284
1954,North,rangitikei,51,1,14443
1954,North,remuera,52,1,16037
1954,North,rodney,54,1,14997
1954,North,roskill,55,1,15658
1954,North,rotorua,56,1,16714
1954,North,stratford,60,1,12732
1954,North,tamaki,62,1,17482
1954,North,tauranga,63,1,15043
1954,North,waikato,65,1,15700
1954,North,waipa,67,1,12823
1954,North,wairarapa,68,1,15578
1954,North,waitakere,69,1,17411
1954,North,waitemata,70,1,16963
1954,North,waitomo,71,1,12238
1954,North,wanganui,73,1,14562
1954,North,wellington central,74,1,18367
1954,South,ashburton,1,1,13967
1954,South,avon,3,1,15076
1954,South,awarua,4,1,14843
1954,South,buller,6,1,14448
1954,South,Central Otago,42,1,16064
1954,South,christchurch central,7,1,15819
1954,South,clutha,8,1,15012
1954,South,dunedin central,9,1,14802
1954,South,fendalton,13,1,15275
1954,South,hurunui,23,1,13524
1954,South,invercargill,25,1,15128
1954,South,lyttelton,28,1,15887
1954,South,Marlborough,,1,15735
1954,South,mornington,33,1,14769
1954,South,nelson,36,1,16646
1954,South,North Dunedin,10,1,14537
1954,South,oamaru,39,1,13568
1954,South,riccarton,53,1,16140
1954,South,selwyn,57,1,17148
1954,South,st albans,58,1,14869
1954,South,st kilda,59,1,14612
1954,South,sydenham,61,1,15515
1954,South,timaru,64,1,14884
1954,South,waimate,66,1,13257
1954,South,wallace,72,1,13476
1954,South,westland,75,1,14839
1957,Maori,eastern maori,76,1,12719
1957,Maori,northern maori,77,1,10785
1957,Maori,southern maori,78,1,8240
1957,Maori,western maori,79,1,12136
1957,North,auckland central,2,1,16984
1957,North,bay of plenty,5,1,13533
1957,North,eden,10,1,18995
1957,North,egmont,11,1,14085
1957,North,franklin,13,1,15581
1957,North,gisborne,14,1,16429
1957,North,grey lynn,15,1,15720
1957,North,hamilton,16,1,16598
1957,North,hastings,17,1,17081
1957,North,hauraki,18,1,15161
1957,North,hawkes bay,19,1,14087
1957,North,heretaunga,20,1,15343
1957,North,hobson,21,1,15251
1957,North,hutt,23,1,15381
1957,North,island bay,25,1,16792
1957,North,karori,26,1,17809
1957,North,manawatu,28,1,15434
1957,North,manukau,29,1,16638
1957,North,marsden,31,1,16318
1957,North,miramar,32,1,16571
1957,North,mount albert,34,1,15439
1957,North,napier,35,1,17443
1957,North,new plymouth,37,1,17831
1957,North,north shore,38,1,17434
1957,North,onehunga,39,1,15466
1957,North,onslow,40,1,16757
1957,North,otahuhu,42,1,15966
1957,North,otaki,43,1,16483
1957,North,pahiatua,44,1,14061
1957,North,palmerston north,45,1,16625
1957,North,patea,46,1,13952
1957,North,petone,47,1,16571
1957,North,piako,48,1,14198
1957,North,ponsonby,49,1,17880
1957,North,raglan,50,1,14408
1957,North,rangitikei,51,1,14659
1957,North,remuera,52,1,16674
1957,North,rodney,54,1,14152
1957,North,roskill,55,1,15671
1957,North,rotorua,56,1,16479
1957,North,stratford,60,1,14473
1957,North,tamaki,62,1,15934
1957,North,tauranga,63,1,15776
1957,North,waikato,65,1,13764
1957,North,waipa,66,1,15504
1957,North,wairarapa,67,1,15615
1957,North,waitakere,68,1,17100
1957,North,waitemata,70,1,17280
1957,North,waitomo,71,1,14536
1957,North,wanganui,73,1,15921
1957,North,wellington central,74,1,18579
1957,South,ashburton,1,1,15712
1957,South,avon,3,1,15748
1957,South,awarua,4,1,14573
1957,South,buller,6,1,14920
1957,South,christchurch central,7,1,16158
1957,South,Clutha,,1,15306
1957,South,dunedin central,8,1,16885
1957,South,fendalton,12,1,16354
1957,South,hurunui,22,1,15657
1957,South,invercargill,24,1,16284
1957,South,lyttelton,27,1,17519
1957,South,marlborough,30,1,15575
1957,South,mornington,33,1,15025
1957,South,nelson,36,1,16777
1957,South,North Dunedin,9,1,16000
1957,South,Otago Central,41,1,13489
1957,South,riccarton,53,1,15348
1957,South,selwyn,57,1,17299
1957,South,st albans,58,1,16916
1957,South,st kilda,59,1,15501
1957,South,sydenham,61,1,16384
1957,South,timaru,64,1,16532
1957,South,waitaki,69,1,16007
1957,South,wallace,72,1,14516
1957,South,westland,75,1,15542
1960,Maori,eastern maori,76,1,14098
1960,Maori,northern maori,77,1,11970
1960,Maori,southern maori,78,1,9529
1960,Maori,western maori,79,1,13535
1960,North,auckland central,2,1,15702
1960,North,bay of plenty,5,1,14118
1960,North,eden,11,1,18288
1960,North,egmont,12,1,13987
1960,North,franklin,14,1,16710
1960,North,gisborne,15,1,16709
1960,North,grey lynn,16,1,15495
1960,North,hamilton,17,1,16849
1960,North,hastings,18,1,18379
1960,North,hauraki,19,1,15291
1960,North,hawkes bay,20,1,14272
1960,North,heretaunga,21,1,16842
1960,North,hobson,22,1,15455
1960,North,hutt,24,1,15712
1960,North,island bay,26,1,16290
1960,North,karori,27,1,17993
1960,North,manawatu,29,1,16049
1960,North,manukau,30,1,21581
1960,North,marsden,32,1,16932
1960,North,miramar,33,1,16555
1960,North,mount albert,35,1,16437
1960,North,napier,36,1,18640
1960,North,new plymouth,38,1,19092
1960,North,north shore,39,1,17778
1960,North,onehunga,40,1,15146
1960,North,onslow,41,1,19160
1960,North,otahuhu,43,1,18084
1960,North,otaki,44,1,19078
1960,North,pahiatua,45,1,13955
1960,North,palmerston north,46,1,17572
1960,North,patea,47,1,13912
1960,North,petone,48,1,17389
1960,North,piako,49,1,15195
1960,North,ponsonby,50,1,16960
1960,North,raglan,51,1,14741
1960,North,rangitikei,52,1,15169
1960,North,remuera,53,1,17167
1960,North,rodney,55,1,15076
1960,North,roskill,56,1,17080
1960,North,rotorua,57,1,18638
1960,North,stratford,61,1,14421
1960,North,tamaki,63,1,18125
1960,North,tauranga,64,1,17591
1960,North,waikato,66,1,14873
1960,North,waipa,67,1,17546
1960,North,wairarapa,68,1,16244
1960,North,waitakere,69,1,21265
1960,North,waitemata,71,1,20348
1960,North,waitomo,72,1,14539
1960,North,wanganui,74,1,16335
1960,North,wellington central,75,1,17632
1960,South,ashburton,1,1,16100
1960,South,avon,3,1,17411
1960,South,awarua,4,1,15674
1960,South,buller,6,1,14656
1960,South,christchurch central,7,1,14916
1960,South,clutha,8,1,15265
1960,South,dunedin central,9,1,16715
1960,South,fendalton,13,1,18904
1960,South,hurunui,23,1,16745
1960,South,invercargill,25,1,16571
1960,South,lyttelton,28,1,17911
1960,South,marlborough,31,1,15969
1960,South,mornington,34,1,16092
1960,South,nelson,37,1,17745
1960,South,North Dunedin,10,1,15612
1960,South,Otago Central,42,1,12840
1960,South,riccarton,54,1,17370
1960,South,selwyn,58,1,17605
1960,South,st albans,59,1,16914
1960,South,st kilda,60,1,16074
1960,South,sydenham,62,1,16255
1960,South,timaru,65,1,16966
1960,South,waitaki,70,1,17376
1960,South,wallace,73,1,14482
1960,South,Westland,,1,15045
1963,Maori,eastern maori,78,1,14783
1963,Maori,northern maori,79,1,12613
1963,Maori,southern maori,80,1,11189
1963,Maori,western maori,81,1,13431
1963,North,auckland central,2,1,15907
1963,North,bay of plenty,5,1,15261
1963,North,eden,11,1,17471
1963,North,egmont,12,1,15172
1963,North,franklin,14,1,15093
1963,North,gisborne,15,1,17070
1963,North,grey lynn,16,1,17737
1963,North,hamilton,17,1,17660
1963,North,hastings,18,1,17804
1963,North,hauraki,19,1,16081
1963,North,hawkes bay,20,1,15357
1963,North,heretaunga,21,1,16929
1963,North,hobson,22,1,15334
1963,North,hutt,23,1,16945
1963,North,island bay,25,1,17419
1963,North,karori,26,1,18919
1963,North,manawatu,28,1,16094
1963,North,manukau,29,1,17093
1963,North,manurewa,30,1,19414
1963,North,marsden,32,1,18026
1963,North,miramar,33,1,18782
1963,North,mount albert,34,1,17396
1963,North,napier,35,1,18178
1963,North,new lynn,37,1,16711
1963,North,new plymouth,38,1,18095
1963,North,north shore,39,1,18495
1963,North,onehunga,40,1,17045
1963,North,otaki,43,1,18334
1963,North,pahiatua,44,1,15469
1963,North,pakuranga,45,1,17281
1963,North,palmerston north,46,1,17865
1963,North,petone,47,1,18335
1963,North,piako,48,1,14359
1963,North,porirua,49,1,15387
1963,North,raglan,50,1,15698
1963,North,rangitikei,52,1,15183
1963,North,remuera,53,1,18041
1963,North,rodney,55,1,16657
1963,North,roskill,56,1,18020
1963,North,rotorua,57,1,16068
1963,North,stratford,61,1,15308
1963,North,tamaki,63,1,17552
1963,North,taupo,64,1,14319
1963,North,tauranga,65,1,17857
1963,North,waimarino,67,1,15162
1963,North,waipa,68,1,15144
1963,North,wairarapa,69,1,16097
1963,North,waitakere,70,1,17979
1963,North,waitemata,72,1,19845
1963,North,waitomo,73,1,15047
1963,North,wanganui,75,1,17258
1963,North,wellington central,76,1,19049
1963,South,ashburton,1,1,17849
1963,South,avon,3,1,17242
1963,South,awarua,4,1,16301
1963,South,buller,6,1,15440
1963,South,christchurch central,7,1,17225
1963,South,clutha,8,1,16372
1963,South,dunedin central,9,1,17604
1963,South,dunedin north,10,1,17879
1963,South,fendalton,13,1,17957
1963,South,invercargill,24,1,17445
1963,South,lyttelton,27,1,19153
1963,South,marlborough,31,1,16716
1963,South,nelson,36,1,17849
1963,South,Otago Central,41,1,16141
1963,South,rangiora,51,1,16466
1963,South,riccarton,54,1,17695
1963,South,selwyn,58,1,18291
1963,South,st albans,59,1,18644
1963,South,st kilda,60,1,16534
1963,South,sydenham,62,1,18450
1963,South,timaru,66,1,18094
1963,South,waitaki,71,1,17590
1963,South,wallace,74,1,16443
1963,South,westland,77,1,15622
1966,Maori,eastern maori,77,1,14566
1966,Maori,northern maori,78,1,12444
1966,Maori,southern maori,79,1,12081
1966,Maori,western maori,80,1,14896
1966,North,auckland central,2,1,14022
1966,North,bay of plenty,5,1,15535
1966,North,eden,11,1,16690
1966,North,egmont,12,1,14890
1966,North,franklin,14,1,14938
1966,North,gisborne,15,1,17537
1966,North,grey lynn,16,1,16820
1966,North,hamilton,17,1,17750
1966,North,hastings,18,1,18937
1966,North,hauraki,19,1,16316
1966,North,hawkes bay,20,1,15649
1966,North,heretaunga,21,1,19000
1966,North,hobson,22,1,15737
1966,North,hutt,23,1,17520
1966,North,island bay,25,1,17147
1966,North,karori,26,1,21305
1966,North,manawatu,28,1,17031
1966,North,manukau,29,1,19284
1966,North,manurewa,30,1,23350
1966,North,marsden,32,1,20326
1966,North,miramar,33,1,19285
1966,North,mount albert,34,1,16858
1966,North,napier,35,1,19793
1966,North,new lynn,37,1,18527
1966,North,new plymouth,38,1,18916
1966,North,north shore,39,1,19494
1966,North,onehunga,40,1,17289
1966,North,otaki,42,1,20919
1966,North,pahiatua,43,1,14919
1966,North,pakuranga,44,1,21139
1966,North,palmerston north,45,1,19213
1966,North,petone,46,1,18971
1966,North,piako,47,1,14796
1966,North,porirua,48,1,17682
1966,North,raglan,49,1,18045
1966,North,rangitikei,51,1,15241
1966,North,remuera,52,1,18227
1966,North,rodney,54,1,16902
1966,North,roskill,55,1,20748
1966,North,rotorua,56,1,17605
1966,North,stratford,60,1,15023
1966,North,tamaki,62,1,19051
1966,North,taupo,63,1,16817
1966,North,tauranga,64,1,19762
1966,North,waimarino,66,1,14925
1966,North,waipa,67,1,15586
1966,North,wairarapa,68,1,16940
1966,North,waitakere,69,1,20398
1966,North,waitemata,71,1,25365
1966,North,waitomo,72,1,14968
1966,North,wanganui,74,1,17249
1966,North,wellington central,75,1,18954
1966,South,ashburton,1,1,18057
1966,South,avon,3,1,18761
1966,South,awarua,4,1,16967
1966,South,buller,6,1,15303
1966,South,christchurch central,7,1,17196
1966,South,clutha,8,1,16428
1966,South,dunedin central,9,1,17979
1966,South,dunedin north,10,1,17869
1966,South,fendalton,13,1,20103
1966,South,invercargill,24,1,18066
1966,South,lyttelton,27,1,19844
1966,South,marlborough,31,1,17427
1966,South,nelson,36,1,19167
1966,South,Otago Central,41,1,16460
1966,South,rangiora,50,1,17424
1966,South,riccarton,53,1,19466
1966,South,selwyn,57,1,18378
1966,South,st albans,58,1,18590
1966,South,st kilda,59,1,16542
1966,South,sydenham,61,1,18293
1966,South,timaru,65,1,18274
1966,South,waitaki,70,1,17252
1966,South,wallace,73,1,17238
1966,South,westland,76,1,15138
1969,Maori,eastern maori,81,1,14051
1969,Maori,northern maori,82,1,13359
1969,Maori,southern maori,83,1,16977
1969,Maori,western maori,84,1,10807
1969,North,auckland central,2,1,15860
1969,North,bay of plenty,5,1,16709
1969,North,birkenhead,6,1,21144
1969,North,eden,12,1,20524
1969,North,egmont,13,1,15842
1969,North,franklin,14,1,16516
1969,North,gisborne,15,1,18705
1969,North,grey lynn,16,1,17965
1969,North,hamilton west,17,1,19950
1969,North,hastings,18,1,19321
1969,North,hauraki,19,1,17878
1969,North,hawkes bay,20,1,16559
1969,North,henderson,21,1,17106
1969,North,heretaunga,22,1,16943
1969,North,hobson,23,1,17749
1969,North,hutt,24,1,18661
1969,North,island bay,26,1,17396
1969,North,karori,27,1,19349
1969,North,manawatu,29,1,17694
1969,North,mangere,30,1,17401
1969,North,manukau,31,1,19453
1969,North,manurewa,32,1,19802
1969,North,marsden,34,1,18843
1969,North,miramar,35,1,19255
1969,North,mount albert,36,1,18832
1969,North,napier,37,1,20787
1969,North,new lynn,39,1,18763
1969,North,new plymouth,40,1,19649
1969,North,north shore,41,1,20545
1969,North,onehunga,43,1,18657
1969,North,otaki,45,1,20786
1969,North,pahiatua,46,1,16681
1969,North,pakuranga,47,1,19563
1969,North,palmerston north,48,1,19797
1969,North,petone,50,1,16312
1969,North,piako,51,1,15877
1969,North,porirua,52,1,18046
1969,North,raglan,53,1,17413
1969,North,rangitikei,55,1,18021
1969,North,remuera,56,1,20795
1969,North,rodney,58,1,17281
1969,North,roskill,59,1,17873
1969,North,rotorua,60,1,17695
1969,North,stratford,64,1,16676
1969,North,tamaki,66,1,19483
